Contig	Kingdom	Phylum	Class	Order	Family	Genus	Species
NODE_55_length_1353_cov_42.482759_MEMO126|full	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 4
NODE_55_length_1366_cov_1.795966_MEMO102|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	unclassified	unclassified
NODE_55_length_1463_cov_4.900433_NEMO31|full	Eukaryota	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Thalictrum	Thalictrum thalictroides
NODE_55_length_1647_cov_3.347134_NEMO-NC2|full	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium striatum
NODE_55_length_1681_cov_2.550499_NEMO-NC3|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	unclassified	unclassified
NODE_55_length_1771_cov_1327.494097_MEMO141|full	Eukaryota	Ascomycota	unclassified	unclassified	unclassified	Saitoella	Saitoella complicata
NODE_55_length_2039_cov_3.487768_MEMO033|full	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Beauveria bassiana
NODE_55_length_2046_cov_8.569832_MEMO112|full	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Lasius	Lasius niger
NODE_55_length_2491_cov_2.816901_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae
NODE_550_length_1004_cov_2.395901_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_550_length_1041_cov_3.477178_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola
NODE_551_length_1004_cov_1.857605_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_551_length_1041_cov_1.859959_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_552_length_1002_cov_1.652973_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_552_length_1040_cov_8.341641_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_554_length_1000_cov_5.391116_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Candidatus Erwinia dacicola
NODE_554_length_1039_cov_3.187110_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia plymuthica
NODE_555_length_1000_cov_4.422535_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_555_length_1038_cov_2.473465_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_556_length_1037_cov_1.778125_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_558_length_1036_cov_5.039625_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola
NODE_559_length_1035_cov_6.616910_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_56_length_1043_cov_2.463768_MEMO046-NC|full	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified	unclassified
NODE_56_length_1133_cov_1.928977_NEMO16|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus
NODE_56_length_1191_cov_5.690305_NEMO-NC4|full	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_56_length_1198_cov_5.369313_MEMO025|full	Eukaryota	Ciliophora	Oligohymenophorea	Hymenostomatida	Tetrahymenidae	Tetrahymena	Tetrahymena pigmentosa
NODE_56_length_1337_cov_2.988889_MEMO076-NC|full	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_56_length_1431_cov_12.177991_NEMO31|full	Eukaryota	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_56_length_1643_cov_6.670498_NEMO-NC2|full	Archaea	unclassified	unclassified	unclassified	unclassified	unclassified	archaeon
NODE_56_length_1671_cov_2.154956_NEMO-NC3|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_56_length_1769_cov_26.080969_MEMO141|full	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga sp. TBYP3.1.4.1
NODE_56_length_1785_cov_3.116511_MEMO113|full	Eukaryota	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_56_length_2005_cov_5.168050_MEMO127|10-percent	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Culex quinquefasciatus
NODE_56_length_2038_cov_2.246813_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_56_length_2038_cov_3.256502_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti
NODE_56_length_2488_cov_10.613853_MEMO048|full	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Reoviridae	unclassified	Valmbacken virus
NODE_56_length_6693_cov_11.597793_MEMO129|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_56_length_7904_cov_19.809761_MEMO127|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_560_length_1035_cov_4.334029_MEMO048|full	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala dermatitidis
NODE_561_length_1034_cov_2.403344_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_562_length_1033_cov_7.128661_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_563_length_1033_cov_1.298117_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_564_length_1032_cov_3.547644_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_565_length_1031_cov_6.638365_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_567_length_1030_cov_3.493179_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_568_length_1030_cov_1.916055_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola
NODE_569_length_1029_cov_6.393908_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_57_length_1041_cov_3.968880_MEMO046-NC|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_57_length_1045_cov_2.446281_NEMO53|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens
NODE_57_length_1126_cov_3.510963_NEMO16|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus
NODE_57_length_1197_cov_3.462500_MEMO025|full	Eukaryota	Ciliophora	Oligohymenophorea	Hymenostomatida	Tetrahymenidae	Tetrahymena	Tetrahymena thermophila
NODE_57_length_1344_cov_16.901342_MEMO102|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_57_length_1346_cov_4.115051_NEMO-NC1|full	Bacteria	Candidatus Taylorbacteria	unclassified	unclassified	unclassified	unclassified	Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_02_FULL_46_13
NODE_57_length_1427_cov_7.279259_NEMO31|full	Eukaryota	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Thalictrum	Thalictrum thalictroides
NODE_57_length_1557_cov_9.318243_MEMO116|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti
NODE_57_length_1576_cov_4.791861_MEMO115|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_57_length_1666_cov_5.456262_NEMO-NC3|full	Bacteria	Candidatus Wolfebacteria	unclassified	unclassified	unclassified	unclassified	Candidatus Wolfebacteria bacterium
NODE_57_length_1733_cov_6.318237_MEMO141|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
NODE_57_length_1784_cov_13.722906_MEMO113|full	Eukaryota	Arthropoda	Collembola	Entomobryomorpha	Isotomidae	Folsomia	Folsomia candida
NODE_57_length_2015_cov_9.798246_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Sciaridae	Bradysia	Bradysia coprophila
NODE_57_length_2026_cov_3.169318_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_57_length_7781_cov_22.569444_MEMO127|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Culex quinquefasciatus
NODE_570_length_1029_cov_2.125000_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_572_length_1026_cov_6.237092_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_573_length_1025_cov_2.567511_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	Erwinia sp. OLMDLW33
NODE_574_length_1024_cov_3.089757_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_575_length_1022_cov_2.449735_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_576_length_1021_cov_2.411017_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_577_length_1020_cov_7.569459_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_578_length_1020_cov_6.209968_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_579_length_1020_cov_2.645811_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	unclassified	unclassified
NODE_58_length_1028_cov_2.849632_NEMO15|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus
NODE_58_length_1037_cov_1.386458_MEMO046-NC|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	Parcubacteria group bacterium
NODE_58_length_1173_cov_2.474453_MEMO011|full	Eukaryota	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Thalictrum	Thalictrum thalictroides
NODE_58_length_1185_cov_4.880866_MEMO025|full	Eukaryota	Ciliophora	Oligohymenophorea	Hymenostomatida	Tetrahymenidae	Tetrahymena	Tetrahymena thermophila
NODE_58_length_1305_cov_1096.565961_NEMO36|full	Eukaryota	Microsporidia	unclassified	unclassified	unclassified	Mitosporidium	Mitosporidium daphniae
NODE_58_length_1321_cov_2.180868_MEMO076-NC|full	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	unclassified
NODE_58_length_1371_cov_6.279753_NEMO31|full	Eukaryota	Rotifera	Eurotatoria	Philodinida	Philodinidae	Didymodactylos	Didymodactylos carnosus
NODE_58_length_1547_cov_4.988435_MEMO115|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti
NODE_58_length_1550_cov_558.674813_MEMO116|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_58_length_1622_cov_8.240777_NEMO-NC2|full	Bacteria	Candidatus Moranbacteria	unclassified	unclassified	unclassified	unclassified	Candidatus Moranbacteria bacterium
NODE_58_length_1659_cov_4.927939_NEMO-NC3|full	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. SWRI102
NODE_58_length_1746_cov_6.966447_MEMO111|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_58_length_1782_cov_15.687977_MEMO113|full	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Camponotus	Camponotus floridanus
NODE_58_length_2018_cov_3.123132_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	unclassified
NODE_58_length_2478_cov_2.538942_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_58_length_7677_cov_23.952105_MEMO127|full	Eukaryota	Arthropoda	Insecta	Phasmatodea	Timematidae	Timema	Timema poppensis
NODE_580_length_1020_cov_2.642630_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_581_length_1020_cov_2.624602_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	unclassified	unclassified
NODE_582_length_1019_cov_3.594480_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola
NODE_584_length_1017_cov_4.913830_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola
NODE_585_length_1017_cov_2.125532_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola
NODE_586_length_1015_cov_4.364606_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_589_length_1013_cov_1.997863_MEMO048|full	Eukaryota	Arthropoda	Insecta	Thysanoptera	Thripidae	Frankliniella	Frankliniella occidentalis
NODE_59_length_1010_cov_1.577706_MEMO097|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_59_length_1034_cov_4.087774_MEMO046-NC|full	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_59_length_1164_cov_6.865685_MEMO011|full	Eukaryota	Arthropoda	Arachnida	Trombidiformes	Tetranychidae	Tetranychus	Tetranychus urticae
NODE_59_length_1208_cov_22.296198_NEMO20|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles arabiensis
NODE_59_length_1301_cov_2.982843_NEMO36|full	Eukaryota	Zoopagomycota	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Entomophthora	Entomophthora muscae
NODE_59_length_1317_cov_6.408871_MEMO076-NC|full	Viruses	Cressdnaviricota	unclassified	unclassified	unclassified	unclassified	CRESS virus sp. ctin15
NODE_59_length_1330_cov_1.920192_NEMO-NC1|full	Archaea	Thaumarchaeota	unclassified	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	Nitrosopumilus sp.
NODE_59_length_1617_cov_9.680519_NEMO-NC2|full	Bacteria	Bacteroidetes	Saprospiria	Saprospirales	Haliscomenobacteraceae	Phaeodactylibacter	Phaeodactylibacter sp.
NODE_59_length_1645_cov_10.835459_MEMO055|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_59_length_1741_cov_2.468149_MEMO111|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens
NODE_59_length_2008_cov_9.315898_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_59_length_2446_cov_13.731954_MEMO048|full	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_59_length_6402_cov_15.189249_MEMO129|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_59_length_7672_cov_32.807505_MEMO127|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_590_length_1012_cov_12.821390_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola
NODE_591_length_1012_cov_2.012834_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola
NODE_593_length_1011_cov_4.214133_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_594_length_1010_cov_9.905681_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_595_length_1010_cov_3.256163_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_596_length_1010_cov_1.737406_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_597_length_1008_cov_4.452202_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_598_length_1006_cov_3.777180_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_599_length_1006_cov_2.576964_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_6_length_1005_cov_3.517241_MEMO150-NC|full	Eukaryota	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_6_length_1043_cov_2.319876_NEMO17|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens
NODE_6_length_1099_cov_2.266145_MEMO123|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_6_length_1103_cov_7.774854_MEMO028|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus
NODE_6_length_1105_cov_4.306420_MEMO122|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti
NODE_6_length_1177_cov_3.280909_MEMO030|full	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Culex vishnui subgroup totivirus
NODE_6_length_1204_cov_1.966282_MEMO149|10-percent	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_6_length_1219_cov_2.929947_NEMO54|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus
NODE_6_length_1458_cov_9.209993_MEMO113|10-percent	Eukaryota	Arthropoda	Insecta	Lepidoptera	unclassified	unclassified	unclassified
NODE_6_length_1483_cov_3.874111_MEMO089|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_6_length_1527_cov_363.648966_MEMO091|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_6_length_1549_cov_2.263587_MEMO009-NC|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_6_length_1670_cov_3.654739_MEMO104|full	Eukaryota	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Jatropha	Jatropha curcas
NODE_6_length_1740_cov_124.081780_MEMO023|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus
NODE_6_length_17882_cov_25.445156_MEMO127|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Culex quinquefasciatus
NODE_6_length_1836_cov_20.964184_MEMO109|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Culex quinquefasciatus
NODE_6_length_1862_cov_51.287955_NEMO29|full	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6
NODE_6_length_2217_cov_6.955140_MEMO076-NC|full	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium psychrophilum
NODE_6_length_2238_cov_220.224896_NEMO-NC1|full	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Lachnaceae	Lachnellula	Lachnellula suecica
NODE_6_length_2243_cov_5.918744_MEMO056|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Roseospira	Roseospira marina
NODE_6_length_2973_cov_415.043854_NEMO25|full	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Reoviridae	Orbivirus	Orbivirus sp.
NODE_6_length_2975_cov_3.639752_MEMO097|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Culex pipiens
NODE_6_length_3104_cov_7.507763_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	Pectobacterium betavasculorum
NODE_6_length_3365_cov_13.332421_NEMO-NC2|full	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	Rhodoferax sp.
NODE_6_length_3371_cov_11.684578_NEMO-NC3|full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unclassified	uncultured Mediterranean phage uvMED
NODE_6_length_3692_cov_9.363209_NEMO20|full	Eukaryota	Zoopagomycota	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Entomophthora	Entomophthora muscae
NODE_6_length_4219_cov_14.029937_MEMO112|full	Eukaryota	Nematoda	Chromadorea	Rhabditida	Onchocercidae	Brugia	Brugia timori
NODE_6_length_4360_cov_7.139622_MEMO143|full	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Culex vishnui subgroup totivirus
NODE_6_length_4751_cov_14.507488_MEMO111|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles gambiae
NODE_6_length_4883_cov_21.580108_MEMO011|full	Eukaryota	Rotifera	Eurotatoria	unclassified	unclassified	Rotaria	Rotaria sp. Silwood2
NODE_6_length_4928_cov_4.886621_MEMO141|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
NODE_6_length_5261_cov_7.063465_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_6_length_6487_cov_8.405148_MEMO050|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Culex molestus
NODE_60_length_1162_cov_5.593548_MEMO011|full	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	unclassified
NODE_60_length_1183_cov_5.543400_NEMO-NC4|full	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	Firmicutes bacterium ADurb.Bin506
NODE_60_length_1197_cov_5.430357_NEMO20|full	Eukaryota	Zoopagomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Smittium	unclassified
NODE_60_length_1360_cov_6.255651_NEMO31|full	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_60_length_1617_cov_4.220779_NEMO-NC2|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	Parcubacteria group bacterium Gr01-1014_3
NODE_60_length_1640_cov_3.664747_NEMO-NC3|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_60_length_1679_cov_4.600499_MEMO141|full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unclassified	Aeromonas phage CF8
NODE_60_length_1971_cov_3.681098_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens
NODE_60_length_1987_cov_4.107853_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_60_length_2423_cov_5.098892_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_60_length_5616_cov_6.371006_MEMO108|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_60_length_6364_cov_14.151583_MEMO129|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_60_length_7584_cov_30.664846_MEMO127|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_600_length_1005_cov_4.476293_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_601_length_1005_cov_2.579741_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea Psp39-30
NODE_602_length_1004_cov_82.401294_MEMO048|full	Eukaryota	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Tanacetum	Tanacetum cinerariifolium
NODE_603_length_1004_cov_5.870550_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_604_length_1001_cov_4.014069_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Candidatus Erwinia dacicola
NODE_605_length_1001_cov_3.269481_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_606_length_1001_cov_3.233766_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola
NODE_607_length_1000_cov_10.607801_MEMO048|full	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Reoviridae	unclassified	Valmbacken virus
NODE_608_length_1000_cov_5.369447_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_609_length_1000_cov_3.457205_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
NODE_61_length_1161_cov_12.714945_MEMO011|full	Eukaryota	Zoopagomycota	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Entomophthora	Entomophthora muscae
