Contig	taxID	Avg. % identity
NODE_729_length_520_cov_0.826185_MEMO097|full	42434	85
NODE_729_length_527_cov_1.313333_NEMO13|full	131567	443.666.666.666.667
NODE_729_length_528_cov_0.951220_MEMO141|full	7159	62
NODE_729_length_536_cov_2.862745_NEMO20|full	139825	439.086.956.521.739
NODE_729_length_569_cov_0.867886_MEMO005|full	7176	667.666.666.666.667
NODE_729_length_580_cov_1.669980_MEMO009-NC|full	48736	671.666.666.666.667
NODE_729_length_587_cov_1.117647_MEMO102|full	42434	52.15
NODE_729_length_624_cov_3.650823_NEMO16|full	7176	58
NODE_729_length_632_cov_2.043243_NEMO-NC4|full	1872519	45.5
NODE_729_length_691_cov_1.760586_MEMO128|full	543	92.025
NODE_729_length_711_cov_1.757098_MEMO076-NC|full	1794811	67.9
NODE_729_length_739_cov_3.413897_MEMO050|full	1903409	98.9
NODE_729_length_852_cov_3.090323_NEMO-NC2|full	1783273	37.6
NODE_729_length_912_cov_2.705389_MEMO033|full	1903409	99.9
NODE_729_length_913_cov_1.938995_NEMO-NC3|full	1747	995.625
NODE_729_length_931_cov_5.291569_MEMO048|full	91347	947.875
NODE_72_length_1033_cov_3.055439_MEMO082|full	42434	45.8
NODE_72_length_1124_cov_2.239733_MEMO025|full	312017	87.3
NODE_72_length_1127_cov_4.350476_NEMO-NC4|full	131567	442.666.666.666.667
NODE_72_length_1202_cov_4.072889_NEMO36|full	34485	65.6
NODE_72_length_1221_cov_1.578671_MEMO102|full	7160	49.1
NODE_72_length_1477_cov_4.283571_MEMO116|full	7160	64.9
NODE_72_length_1508_cov_4.937806_MEMO141|full	1111077	81.2
NODE_72_length_1560_cov_4.879973_NEMO-NC2|full	2030812	55.8
NODE_72_length_1584_cov_2.637691_NEMO-NC3|full	2	43
NODE_72_length_1621_cov_17.456606_MEMO111|full	7240	56.7
NODE_72_length_1762_cov_18.052226_MEMO143|full	263437	100
NODE_72_length_1821_cov_2.873280_MEMO112|full	7176	73.1
NODE_72_length_1918_cov_2.863118_MEMO033|full	1903409	98.975
NODE_72_length_2274_cov_5.318616_MEMO048|full	1903409	99.1
NODE_72_length_2915_cov_5.178999_MEMO050|full	953	85.55
NODE_72_length_556_cov_0.937370_NEMO-NC2|10-percent	2685026	46.7
NODE_72_length_580_cov_1.550696_NEMO36|10-percent	33154	315.666.666.666.667
NODE_72_length_595_cov_1.619691_MEMO018|full	7176	58.2
NODE_72_length_610_cov_0.934334_MEMO008|full	42434	83.3
NODE_72_length_612_cov_30.583178_MEMO014|full	67003	94.3
NODE_72_length_632_cov_1.275676_MEMO034|full	2758439	48.5
NODE_72_length_6531_cov_24.447319_MEMO127|full	953	99.85
NODE_72_length_656_cov_2.725389_NEMO43|full	955	93.3
NODE_72_length_667_cov_1.113559_NEMO31|10-percent	33154	483.857.142.857.143
NODE_72_length_670_cov_0.849916_MEMO049|full	42434	631.333.333.333.333
NODE_72_length_670_cov_1.359191_MEMO020-NC|full	2	66.25
NODE_72_length_680_cov_3.812604_MEMO150-NC|full	2	61.7
NODE_72_length_705_cov_0.899682_MEMO125|full	42434	33.9
NODE_72_length_710_cov_0.736177_MEMO015|full	7176	82.9
NODE_72_length_777_cov_0.907143_MEMO056|full	33074	78.7
NODE_72_length_936_cov_2.030268_MEMO023|full	7176	80
NODE_730_length_508_cov_1.559165_MEMO083|full	42434	84.6
NODE_730_length_520_cov_0.765237_MEMO097|full	42434	90
NODE_730_length_535_cov_1.272926_MEMO039|full	44542	40.3
NODE_730_length_536_cov_1.721133_NEMO20|full	136370	399.333.333.333.333
NODE_730_length_580_cov_0.904573_MEMO009-NC|full	1913989	49.125
NODE_730_length_588_cov_1.156556_NEMO31|full	1263082	30.9
NODE_730_length_605_cov_4.070076_MEMO046-NC|full	1802637	37.1
NODE_730_length_620_cov_1.766114_MEMO024|full	42434	100
NODE_730_length_630_cov_1.269439_MEMO087|full	518105	34.5
NODE_730_length_632_cov_1.827027_NEMO-NC4|full	31957	96.35
NODE_730_length_663_cov_1.066553_NEMO-NC1|full	1891238	98.7
NODE_730_length_697_cov_1.514516_MEMO115|full	7176	46.4
NODE_730_length_912_cov_2.189222_MEMO033|full	1903409	98.7
NODE_730_length_912_cov_6.422754_NEMO-NC3|full	721885	80
NODE_731_length_504_cov_2.128806_NEMO40|full	7176	85.05
NODE_731_length_529_cov_2.205752_MEMO117|full	7160	85.1
NODE_731_length_551_cov_1.921941_NEMO15|full	7160	50
NODE_731_length_579_cov_4.535857_MEMO009-NC|full	1	34.1
NODE_731_length_587_cov_0.856863_MEMO102|full	7160	84.2
NODE_731_length_606_cov_1.234405_MEMO149|full	53335	100
NODE_731_length_610_cov_4.437148_MEMO025|full	312017	77.7
NODE_731_length_632_cov_1.637838_NEMO-NC4|full	158383	36.15
NODE_731_length_689_cov_1.653595_MEMO128|full	158483	100
NODE_731_length_737_cov_1.154545_MEMO050|full	2767592	100
NODE_731_length_912_cov_2.045509_NEMO-NC3|full	1794811	57.9
NODE_731_length_929_cov_2.322770_MEMO048|full	1903409	92.9
NODE_732_length_519_cov_1.798643_MEMO097|full	42434	71.6
NODE_732_length_521_cov_1.108108_MEMO082|full	7176	53.3
NODE_732_length_526_cov_3.158129_MEMO011|full	6656	48.45
NODE_732_length_527_cov_1.653333_MEMO141|full	562	86
NODE_732_length_529_cov_1.769912_MEMO117|full	7160	52.8
NODE_732_length_558_cov_1.717256_NEMO53|full	7176	47.6
NODE_732_length_579_cov_3.653386_MEMO009-NC|full	9606	44.7
NODE_732_length_587_cov_0.823529_MEMO102|full	7160	50
NODE_732_length_605_cov_1.215909_MEMO046-NC|full	2026781	34.8
NODE_732_length_629_cov_2.675725_MEMO087|full	518105	67.64
NODE_732_length_662_cov_4.757265_NEMO-NC1|full	1224	59
NODE_732_length_688_cov_2.716858_MEMO128|full	158483	99.35
NODE_732_length_710_cov_3.375987_MEMO076-NC|full	2044595	43.9
NODE_732_length_738_cov_2.791225_MEMO116|full	7160	57
NODE_732_length_883_cov_1.667494_MEMO112|full	7160	425.666.666.666.667
NODE_732_length_911_cov_2.141487_MEMO033|full	1903409	98.85
NODE_732_length_912_cov_2.023952_NEMO-NC3|full	543	99.324
NODE_732_length_928_cov_6.066980_MEMO048|full	1262462	94.9
NODE_733_length_501_cov_1.044811_MEMO089|full	33392	405.285.714.285.714
NODE_733_length_540_cov_1.336933_NEMO36|full	5302	46.5
NODE_733_length_579_cov_1.394422_MEMO009-NC|full	2	67.6
NODE_733_length_610_cov_2.658537_MEMO025|full	5932	31
NODE_733_length_626_cov_0.686703_MEMO134|full	7159	57.8
NODE_733_length_649_cov_1.417832_MEMO143|full	7176	87.1
NODE_733_length_696_cov_4.366721_MEMO115|full	43817	97.1
NODE_733_length_738_cov_2.313162_MEMO116|full	518105	58.7
NODE_733_length_776_cov_0.633763_MEMO111|full	53541	597.333.333.333.333
NODE_733_length_851_cov_2.664083_NEMO-NC2|full	1986771	41
NODE_733_length_910_cov_3.860744_MEMO033|full	1903409	94.22
NODE_733_length_927_cov_6.351765_MEMO048|full	55211	95.2
NODE_734_length_500_cov_6.274232_MEMO089|full	42434	83.3
NODE_734_length_526_cov_3.122494_MEMO011|full	46969	34.1
NODE_734_length_529_cov_0.579646_MEMO117|full	44542	78.1
NODE_734_length_540_cov_1.278618_NEMO36|full	33154	589.954.545.454.546
NODE_734_length_578_cov_4.506986_MEMO009-NC|full	5052	945.294.117.647.059
NODE_734_length_586_cov_2.575639_MEMO102|full	43817	61.1
NODE_734_length_587_cov_2.096078_NEMO31|full	34485	31.1
NODE_734_length_631_cov_2.557762_NEMO-NC4|full	34073	79.6
NODE_734_length_688_cov_0.833061_MEMO128|full	158483	99.1
NODE_734_length_709_cov_3.009494_MEMO076-NC|full	2024833	38.4
NODE_734_length_775_cov_3.522923_MEMO111|full	33392	366.333.333.333.333
NODE_734_length_851_cov_2.322997_NEMO-NC2|full	2026720	45.3
NODE_734_length_911_cov_2.702638_NEMO-NC3|full	230812	27
NODE_735_length_587_cov_1.409804_NEMO31|full	42434	99.3
NODE_735_length_622_cov_2.478899_NEMO16|full	518105	69.4
NODE_735_length_624_cov_1.919561_MEMO134|full	1903414	81.5
NODE_735_length_631_cov_2.167870_NEMO-NC4|full	1659200	52.4
NODE_735_length_662_cov_2.223932_NEMO-NC1|full	2100421	70.9
NODE_735_length_709_cov_2.819620_MEMO076-NC|full	294631	53.5
NODE_735_length_737_cov_2.060606_MEMO116|full	7160	67.6
NODE_735_length_849_cov_3.813472_NEMO-NC2|full	2100421	50.8
NODE_735_length_881_cov_1.230100_MEMO112|full	7160	64.2
NODE_735_length_909_cov_2.358173_MEMO033|full	1903409	978.333.333.333.333
NODE_735_length_910_cov_2.565426_NEMO-NC3|full	864142	78.6
NODE_736_length_502_cov_1.247059_NEMO46|full	518105	99.1
NODE_736_length_519_cov_1.142534_MEMO097|full	7176	91.7
NODE_736_length_534_cov_1.614880_MEMO039|full	7176	60.9
NODE_736_length_578_cov_2.249501_MEMO009-NC|full	2499141	32.3
NODE_736_length_578_cov_3.692615_MEMO023|full	7176	51.6
NODE_736_length_598_cov_0.788868_MEMO055|full	5683	87.35
NODE_736_length_604_cov_1.690702_MEMO149|full	553	983.333.333.333.333
NODE_736_length_628_cov_2.092559_MEMO087|full	7159	49.075
NODE_736_length_631_cov_1.285199_NEMO-NC4|full	2202734	48.7
NODE_736_length_662_cov_1.415385_NEMO-NC1|full	747525	58.2
NODE_736_length_687_cov_2.088525_MEMO128|full	543	995.666.666.666.667
NODE_736_length_696_cov_0.757674_MEMO115|full	7160	61.2
NODE_736_length_709_cov_1.716772_MEMO076-NC|full	2100421	45.4
NODE_736_length_733_cov_1.696646_MEMO050|full	1903409	99.2
NODE_736_length_745_cov_0.968563_MEMO113|full	7160	39.3
NODE_736_length_774_cov_2.698709_MEMO111|full	7245	56.5
NODE_736_length_909_cov_1.526442_MEMO033|full	1903409	91.7
NODE_736_length_910_cov_2.557023_NEMO-NC3|full	543	99.924
NODE_736_length_926_cov_2.272085_MEMO048|full	68334	98.6
NODE_737_length_526_cov_1.610245_MEMO141|full	1111077	90.3
NODE_737_length_535_cov_0.879913_NEMO20|full	34485	61.5
NODE_737_length_578_cov_1.215569_MEMO009-NC|full	1100720	52.4
NODE_737_length_578_cov_2.437126_MEMO023|full	518105	964.714.285.714.286
NODE_737_length_586_cov_1.110020_MEMO102|full	7160	70.8
NODE_737_length_610_cov_1.120075_MEMO025|full	312017	63.4
NODE_737_length_630_cov_2.714286_NEMO-NC4|full	2073117	37.3
NODE_737_length_687_cov_1.706557_MEMO128|full	158483	99.6
NODE_737_length_736_cov_2.124431_MEMO116|full	7160	56.9
NODE_737_length_908_cov_3.701564_MEMO033|full	1903409	95.1
NODE_737_length_925_cov_5.705189_MEMO048|full	68334	100
NODE_738_length_500_cov_1.255319_MEMO089|full	7176	59.5
NODE_738_length_524_cov_2.845638_MEMO121|full	1276143	36.1
NODE_738_length_526_cov_0.968820_NEMO13|full	42434	68.8
NODE_738_length_526_cov_1.550111_MEMO141|full	518105	81.7
NODE_738_length_565_cov_1.690574_MEMO005|full	642	98.7
NODE_738_length_578_cov_0.976048_MEMO009-NC|full	2614251	60.4
NODE_738_length_586_cov_0.730845_MEMO102|full	7147	64.445
NODE_738_length_603_cov_4.001901_MEMO149|full	66269	71.35
NODE_738_length_604_cov_1.518027_MEMO046-NC|full	2026735	47.7
NODE_738_length_609_cov_3.062030_MEMO025|full	131567	885.625
NODE_738_length_622_cov_1.811009_NEMO16|full	518105	98.65
NODE_738_length_630_cov_2.656420_NEMO-NC4|full	2053541	48.8
NODE_738_length_650_cov_3.219895_NEMO32|full	7160	52.3
NODE_738_length_674_cov_1.726968_NEMO33|full	42434	100
NODE_738_length_687_cov_1.039344_MEMO128|full	543	92.975
NODE_738_length_695_cov_4.932039_MEMO115|full	42155	73.9
NODE_738_length_736_cov_1.104704_MEMO116|full	7160	80.6
NODE_738_length_744_cov_2.050975_MEMO113|full	7160	66.6
NODE_738_length_849_cov_1.866580_NEMO-NC2|full	35783	35.9
NODE_738_length_908_cov_2.986763_MEMO033|full	1903409	989.090.909.090.909
NODE_738_length_910_cov_1.997599_NEMO-NC3|full	2100421	49.4
NODE_738_length_925_cov_3.362028_MEMO048|full	91347	99.4
NODE_739_length_526_cov_1.162584_MEMO011|full	2759	492.117.647.058.824
NODE_739_length_539_cov_1.482684_NEMO36|full	34485	34
NODE_739_length_603_cov_2.117871_MEMO149|full	66269	94.6
NODE_739_length_604_cov_1.206831_MEMO046-NC|full	100127	39.6
NODE_739_length_621_cov_1.830882_NEMO16|full	42434	98.1
NODE_739_length_661_cov_2.816781_NEMO-NC1|full	2698737	96.156
NODE_739_length_674_cov_1.175879_NEMO33|full	518105	93.2
NODE_739_length_708_cov_4.361331_MEMO076-NC|full	1869339	87
NODE_739_length_848_cov_3.387808_NEMO-NC2|full	1335746	50
NODE_739_length_908_cov_2.258724_MEMO033|full	1903409	96.15
NODE_739_length_909_cov_2.775240_NEMO-NC3|full	1747	97.25
NODE_739_length_925_cov_2.080189_MEMO048|full	1903409	100
NODE_73_length_1015_cov_1.686567_NEMO37|full	518105	100
NODE_73_length_1191_cov_6.142729_NEMO36|full	34485	62.7
NODE_73_length_1254_cov_33.545455_NEMO-NC1|full	3870	69.7
NODE_73_length_1266_cov_1.991590_MEMO076-NC|full	2100421	31.1
NODE_73_length_1443_cov_5.013177_MEMO115|full	7160	42.4
NODE_73_length_1499_cov_4.159634_MEMO141|full	5111	91.4
NODE_73_length_1552_cov_5.503729_NEMO-NC2|full	2750080	42.5
NODE_73_length_1578_cov_5.658894_NEMO-NC3|full	562	99.608
NODE_73_length_1613_cov_2.482422_MEMO111|full	7160	36.35
NODE_73_length_1621_cov_1.768135_MEMO113|full	42155	38.7
NODE_73_length_1806_cov_13.813765_MEMO112|full	7165	47.3
NODE_73_length_1910_cov_3.071468_MEMO033|full	91347	99.325
NODE_73_length_2247_cov_3.860369_MEMO048|full	68334	100
NODE_73_length_505_cov_3.023364_MEMO138|full	7176	96.4
NODE_73_length_532_cov_1.802198_MEMO110|full	263437	100
NODE_73_length_535_cov_1.082969_NEMO10|full	7176	66.7
NODE_73_length_556_cov_0.348643_NEMO-NC2|10-percent	635003	89.7
NODE_73_length_561_cov_2.665289_NEMO20|10-percent	131567	429.181.818.181.818
NODE_73_length_571_cov_2.109312_MEMO114-NC|full	2	542.818.181.818.182
NODE_73_length_608_cov_1.120527_NEMO08|full	518105	95.85
NODE_73_length_608_cov_1.346516_MEMO014|full	518105	68.45
NODE_73_length_610_cov_2.410882_MEMO028|full	518105	70.85
NODE_73_length_618_cov_0.687616_MEMO052|full	7159	84
NODE_73_length_622_cov_1.244037_MEMO006|full	7176	62.8
NODE_73_length_636_cov_2.740608_MEMO123|full	7176	60.4
NODE_73_length_666_cov_1.470289_NEMO31|10-percent	1129544	533.357.142.857.143
NODE_73_length_711_cov_0.801262_MEMO078|full	42434	89.3
NODE_73_length_775_cov_2.736390_MEMO056|full	1508770	46.9
NODE_73_length_777_cov_1.290000_MEMO089|full	7160	67.4
NODE_73_length_820_cov_4.059219_MEMO051|full	263437	96.7
NODE_73_length_943_cov_1.331409_MEMO097|full	42434	55.8
NODE_73_length_976_cov_2.808676_NEMO15|full	7176	99.7
NODE_73_length_997_cov_2.196739_MEMO046-NC|full	1954248	49.3
NODE_740_length_520_cov_1.083521_MEMO074|full	1236	57.7
NODE_740_length_524_cov_1.527964_MEMO121|full	42434	49.65
NODE_740_length_529_cov_1.557522_NEMO54|full	7176	93.3
NODE_740_length_577_cov_4.170000_MEMO009-NC|full	1802299	77.3
NODE_740_length_578_cov_0.822355_MEMO023|full	43786	659.285.714.285.714
NODE_740_length_586_cov_0.860511_NEMO31|full	34485	32.6
NODE_740_length_603_cov_1.868821_MEMO149|full	53335	99.5
NODE_740_length_604_cov_1.136622_MEMO046-NC|full	2	405.222.222.222.222
NODE_740_length_609_cov_1.642857_MEMO025|full	312017	37.8
NODE_740_length_646_cov_2.057996_MEMO143|full	42434	69.45
NODE_740_length_661_cov_2.719178_NEMO-NC1|full	1891241	38.8
NODE_740_length_673_cov_1.233221_MEMO071|full	7176	54.4
NODE_740_length_686_cov_0.903120_MEMO128|full	1236	98.92
NODE_740_length_694_cov_3.450567_MEMO115|full	7160	70.6
NODE_740_length_708_cov_2.781300_MEMO076-NC|full	2	338.833.333.333.333
NODE_740_length_744_cov_1.355322_MEMO113|full	1206794	51.675
NODE_740_length_879_cov_1.704489_MEMO112|full	7160	80.3
NODE_740_length_908_cov_1.681107_MEMO033|full	1903409	976.333.333.333.333
NODE_740_length_924_cov_2.491145_MEMO048|full	1903409	99.7
NODE_741_length_526_cov_1.182628_MEMO141|full	1111077	74.1
NODE_741_length_555_cov_1.016736_MEMO118|full	7160	67.4
NODE_741_length_577_cov_7.208000_MEMO023|full	7176	79.5
NODE_741_length_585_cov_4.755906_NEMO31|full	2759	44.05
NODE_741_length_603_cov_1.846008_MEMO149|full	553	95.4
NODE_741_length_609_cov_1.342105_MEMO025|full	312017	61.7
NODE_741_length_650_cov_1.630017_NEMO32|full	42434	63.8
NODE_741_length_708_cov_2.007924_MEMO076-NC|full	1974644	57.1
NODE_741_length_744_cov_0.868066_MEMO113|full	53541	696.666.666.666.667
NODE_741_length_906_cov_3.147165_MEMO033|full	573	99.5
NODE_741_length_923_cov_4.055556_MEMO048|full	91347	99.8
NODE_742_length_529_cov_1.130531_NEMO54|full	42434	100
NODE_742_length_554_cov_2.968553_MEMO118|full	7160	67.7
NODE_742_length_577_cov_4.702000_MEMO023|full	7157	55.7
NODE_742_length_603_cov_5.365019_MEMO046-NC|full	10699	35.15
NODE_742_length_620_cov_0.773481_MEMO134|full	1903409	967.333.333.333.333
NODE_742_length_634_cov_84.253142_MEMO026|full	482	508.705.882.352.941
NODE_742_length_685_cov_2.919408_MEMO128|full	158483	99.2
NODE_742_length_708_cov_1.768621_MEMO076-NC|full	158383	51.6
NODE_742_length_772_cov_2.041727_MEMO111|full	7176	53.5
NODE_742_length_845_cov_6.364583_NEMO-NC2|full	976	34.82
NODE_742_length_878_cov_2.193508_MEMO112|full	7160	72.2
NODE_742_length_906_cov_2.921592_MEMO033|full	1903409	100
NODE_742_length_923_cov_3.121749_MEMO048|full	91347	99.88
NODE_743_length_511_cov_1.246544_MEMO053|full	7176	51.8
NODE_743_length_524_cov_0.939597_MEMO121|full	518105	44.8
NODE_743_length_527_cov_1.075556_MEMO117|full	7160	60.5
NODE_743_length_554_cov_1.670860_MEMO118|full	43817	63.8
NODE_743_length_577_cov_1.478000_MEMO009-NC|full	1831	98.4
NODE_743_length_611_cov_1.958801_MEMO024|full	7176	99.3
NODE_743_length_619_cov_1.747232_MEMO134|full	42434	95.5
NODE_743_length_629_cov_2.557971_NEMO-NC4|full	909952	92.2
NODE_743_length_661_cov_1.207192_NEMO-NC1|full	2030810	62
NODE_743_length_671_cov_1.979798_NEMO03|full	42434	97.7
NODE_743_length_694_cov_1.826580_MEMO115|full	7147	42.69
NODE_743_length_707_cov_4.655556_MEMO076-NC|full	2026720	61.1
NODE_743_length_771_cov_6.730548_MEMO111|full	1314	43.3
NODE_743_length_845_cov_5.781250_NEMO-NC2|full	562	68.6
NODE_743_length_877_cov_14.853750_MEMO112|full	7260	79.5
NODE_743_length_906_cov_2.419783_MEMO033|full	1903409	99.04
NODE_743_length_908_cov_2.803851_NEMO-NC3|full	543	96.5
NODE_743_length_923_cov_3.009456_MEMO048|full	1903409	99.35
NODE_744_length_516_cov_0.831435_MEMO093|full	7176	64.6
NODE_744_length_554_cov_1.459119_MEMO118|full	7159	71.15
NODE_744_length_577_cov_1.258000_MEMO009-NC|full	1938796	37.6
NODE_744_length_603_cov_1.313688_MEMO046-NC|full	2695876	41.6
NODE_744_length_629_cov_2.356884_NEMO-NC4|full	1871071	59.6
NODE_744_length_661_cov_1.136986_NEMO-NC1|full	286	99.8
NODE_744_length_669_cov_2.581081_MEMO071|full	1487935	87
NODE_744_length_694_cov_0.940032_MEMO115|full	7160	64.1
NODE_744_length_707_cov_4.126984_MEMO076-NC|full	2759	54.66
NODE_744_length_733_cov_1.461890_MEMO116|full	7160	52.1
NODE_744_length_771_cov_1.691643_MEMO111|full	7160	32.5
NODE_744_length_906_cov_2.237636_MEMO033|full	91347	97.8
NODE_744_length_923_cov_2.200946_MEMO048|full	1903409	100
NODE_745_length_516_cov_0.769932_MEMO093|full	263437	100
NODE_745_length_524_cov_0.653244_MEMO121|full	7176	66.7
NODE_745_length_525_cov_1.421875_MEMO011|full	2759	557.272.727.272.727
NODE_745_length_528_cov_2.660754_NEMO54|full	7176	54.2
NODE_745_length_532_cov_1.061538_MEMO039|full	518105	58.8
NODE_745_length_537_cov_2.245652_NEMO36|full	46969	40
NODE_745_length_554_cov_1.153040_MEMO118|full	7160	56
NODE_745_length_577_cov_0.900000_MEMO009-NC|full	286	94.8
NODE_745_length_602_cov_5.506667_MEMO046-NC|full	864142	76.2
NODE_745_length_617_cov_1.744444_MEMO134|full	91347	853.153.846.153.846
NODE_745_length_629_cov_1.539855_NEMO-NC4|full	2013747	65.7
NODE_745_length_661_cov_1.126712_NEMO-NC1|full	374	99.75
NODE_745_length_684_cov_1.706755_MEMO128|full	42434	93.4
NODE_745_length_728_cov_2.643625_MEMO050|full	1903409	100
NODE_745_length_845_cov_1.059896_NEMO-NC2|full	1869212	95.2
NODE_745_length_877_cov_2.416250_MEMO112|full	7160	79
NODE_745_length_904_cov_5.234583_MEMO033|full	543	91.932
NODE_745_length_907_cov_4.787952_NEMO-NC3|full	543	99.928
NODE_745_length_923_cov_2.101655_MEMO048|full	1903409	99.54
NODE_746_length_519_cov_2.289593_MEMO074|full	7147	29.6
NODE_746_length_533_cov_1.396930_NEMO20|full	34485	33
NODE_746_length_537_cov_2.010870_NEMO36|full	2759	916.285.714.285.714
NODE_746_length_602_cov_1.967619_MEMO046-NC|full	10224	66
NODE_746_length_607_cov_2.845283_MEMO025|full	5911	75.1
NODE_746_length_626_cov_2.280510_MEMO087|full	42155	40.3
NODE_746_length_693_cov_2.035714_MEMO115|full	7160	50
NODE_746_length_707_cov_2.138095_MEMO076-NC|full	2	40.6
NODE_746_length_743_cov_1.085586_MEMO113|full	13164	56.8
NODE_746_length_844_cov_2.001304_NEMO-NC2|full	2044936	35.5
NODE_746_length_877_cov_1.341250_MEMO112|full	7159	64.2
NODE_746_length_904_cov_3.996372_MEMO033|full	1903409	96.925
NODE_746_length_907_cov_3.525301_NEMO-NC3|full	2	802.625
NODE_746_length_923_cov_1.775414_MEMO048|full	91347	942.333.333.333.333
NODE_747_length_523_cov_1.089686_NEMO23|full	518105	93.4
NODE_747_length_533_cov_1.348684_NEMO20|full	518105	96.4
NODE_747_length_553_cov_3.880252_MEMO118|full	1314	48.3
NODE_747_length_629_cov_0.923913_NEMO-NC4|full	1913989	70.1
NODE_747_length_660_cov_2.670669_NEMO-NC1|full	662548	53.05
NODE_747_length_683_cov_1.764026_MEMO128|full	28901	98.95
NODE_747_length_693_cov_1.482143_MEMO115|full	7160	34.2
NODE_747_length_707_cov_2.100000_MEMO076-NC|full	2202734	83.3
NODE_747_length_743_cov_0.753754_MEMO113|full	7160	61.9
NODE_747_length_843_cov_3.244125_NEMO-NC2|full	2733119	32.8
NODE_747_length_876_cov_1.075094_MEMO112|full	33392	298.833.333.333.333
NODE_747_length_904_cov_2.903265_MEMO033|full	1903409	98.725
NODE_747_length_907_cov_0.889157_NEMO-NC3|full	562	995.359.999.999.999
NODE_748_length_525_cov_1.703125_MEMO141|full	6656	38.45
NODE_748_length_533_cov_1.230263_NEMO20|full	46969	33
NODE_748_length_555_cov_3.012552_NEMO53|full	42434	94.4
NODE_748_length_607_cov_2.075472_MEMO025|full	312017	60
NODE_748_length_660_cov_2.552316_NEMO-NC1|full	1869212	38.1
NODE_748_length_683_cov_1.384488_MEMO128|full	158483	99.3
NODE_748_length_693_cov_0.941558_MEMO115|full	7176	61.9
NODE_748_length_707_cov_2.046032_MEMO076-NC|full	2664230	39.4
NODE_748_length_742_cov_1.583459_MEMO113|full	43817	47.7
NODE_748_length_769_cov_3.803468_MEMO111|full	7160	40.8
NODE_748_length_841_cov_1.078534_NEMO-NC2|full	1	69.3
NODE_748_length_903_cov_3.802663_MEMO033|full	1903409	99.6
NODE_748_length_922_cov_2.669822_MEMO048|full	68334	100
NODE_749_length_519_cov_1.350679_MEMO074|full	518105	81.3
NODE_749_length_525_cov_11.444196_MEMO117|full	7159	87.2
NODE_749_length_537_cov_0.710870_NEMO36|full	131567	446.333.333.333.333
NODE_749_length_555_cov_2.897490_NEMO53|full	42434	68.8
NODE_749_length_583_cov_1.660079_MEMO102|full	7157	40.8
NODE_749_length_584_cov_1.901381_NEMO31|full	131567	37.4
NODE_749_length_607_cov_1.526415_MEMO025|full	312017	64.2
NODE_749_length_615_cov_1.886617_MEMO134|full	68334	83.3
NODE_749_length_660_cov_1.850772_NEMO-NC1|full	2073117	71.8
NODE_749_length_693_cov_0.798701_MEMO115|full	7176	52.7
NODE_749_length_742_cov_0.893233_MEMO113|full	7160	51.5
NODE_749_length_840_cov_3.821756_NEMO-NC2|full	1752738	52
NODE_749_length_875_cov_3.614035_MEMO112|full	874455	73.5
NODE_749_length_905_cov_2.233092_NEMO-NC3|full	1236	99.64
NODE_749_length_922_cov_1.607101_MEMO048|full	68334	99.7
NODE_74_length_1073_cov_1.958835_MEMO011|full	4751	45.07
NODE_74_length_1114_cov_9.785921_NEMO20|full	56857	30.3
NODE_74_length_1254_cov_2.633815_NEMO-NC1|full	2099375	60.5
NODE_74_length_1266_cov_15.133726_NEMO31|full	34485	21.1
NODE_74_length_1437_cov_2.233088_MEMO115|full	42434	36.6
NODE_74_length_1486_cov_48.555004_MEMO087|full	1964395	56.9
NODE_74_length_1576_cov_2.647098_NEMO-NC3|full	562	993.470.588.235.294
NODE_74_length_1910_cov_2.808511_MEMO033|full	91347	97.225
NODE_74_length_2228_cov_5.180381_MEMO048|full	1903409	98.2
NODE_74_length_509_cov_0.907407_MEMO036|full	1206794	597.714.285.714.286
NODE_74_length_535_cov_0.648472_NEMO32|10-percent	2759	247.333.333.333.333
NODE_74_length_549_cov_4.497881_MEMO107|full	7176	60.65
NODE_74_length_561_cov_0.778926_MEMO086|full	518105	79.4
NODE_74_length_576_cov_1.659319_MEMO063|full	1518534	68.2
NODE_74_length_592_cov_1.689320_MEMO017|full	1	38.65
NODE_74_length_596_cov_1.132948_MEMO079|full	7176	44.4
NODE_74_length_609_cov_8.148496_MEMO028|full	7176	70.15
NODE_74_length_613_cov_0.660448_NEMO33|10-percent	7176	89.75
NODE_74_length_620_cov_1.278085_MEMO006|full	7176	47.9
NODE_74_length_637_cov_2.014286_MEMO081|full	518105	598.666.666.666.667
NODE_74_length_6489_cov_19.449002_MEMO127|full	2640676	100
NODE_74_length_666_cov_1.439728_MEMO020-NC|full	1852934	54.7
NODE_74_length_697_cov_1.467742_MEMO125|full	42434	86.3
NODE_74_length_718_cov_5.683307_MEMO042|full	518105	72.2
NODE_74_length_770_cov_1.375180_MEMO074|full	92490	48.2
NODE_74_length_996_cov_3.314472_MEMO046-NC|full	278008	39.6
NODE_750_length_519_cov_1.312217_MEMO074|full	1560201	89.6
NODE_750_length_536_cov_7.037037_NEMO36|full	34485	56.9
NODE_750_length_540_cov_1.300216_MEMO073|full	518105	89.3
NODE_750_length_576_cov_1.807615_MEMO009-NC|full	356	48.2
NODE_750_length_576_cov_4.098196_MEMO023|full	7160	51.2
NODE_750_length_583_cov_0.808300_MEMO102|full	34504	45
NODE_750_length_599_cov_1.584291_MEMO149|full	706191	99
